Player-additional,Age,TS%,RPG,APG,PPG,BPG,SPG,Player,Pos,Pos_og,Year,All Star,MVP
paytoga02,29,0.679,3.5,0.9,7.1,0.3,1.4,Gary Payton II,G,SG,2022,False,N
pelleno01,28,0.6,2.0,0.0,2.0,0.3,0.0,Norvel Pelle,C,C,2022,False,N
perryre01,21,0.6896666666666667,3.6,0.8333333333333334,7.066666666666666,0.4333333333333333,0.6333333333333333,Reggie Perry,F,PF,2022,False,N
pickeja01,24,0.491,2.5,0.5,3.8,0.5,0.0,Jamorko Pickett,F,PF,2022,False,N
pinsoth01,26,0.553,1.1,0.9,2.5,0.1,0.3,Theo Pinson,F,SF,2022,False,N
plumlma01,31,0.603,7.7,3.1,6.5,0.7,0.8,Mason Plumlee,C,C,2022,False,N
poeltja01,26,0.613,9.3,2.8,13.5,1.7,0.7,Jakob Poeltl,C,C,2022,False,N
pokusal01,20,0.485,5.2,2.1,7.6,0.6,0.6,Aleksej Pokusevski,F,PF,2022,False,N
ponsyv01,22,0.385,1.0,0.1,1.1,0.3,0.1,Yves Pons,F,SF,2022,False,N
poolejo01,22,0.598,3.4,4.0,18.5,0.3,0.8,Jordan Poole,G,SG,2022,False,N
porteke02,21,0.531,4.4,6.2,15.6,0.4,1.1,Kevin Porter Jr.,G,PG,2022,False,N
portemi01,23,0.416,6.6,1.9,9.9,0.2,1.1,Michael Porter Jr.,F,SF,2022,False,N
porteot01,28,0.581,5.7,1.5,8.2,0.5,1.1,Otto Porter Jr.,F,PF,2022,False,N
portibo01,26,0.571,9.1,1.2,14.6,0.7,0.7,Bobby Portis,C,C,2022,False,N
porzikr01,26,0.5813333333333333,8.200000000000001,2.4,20.5,1.5999999999999999,0.6999999999999998,Kristaps Porziņģis,F,PF,2022,False,N
pottemi01,23,0.505,3.0,0.0,4.0,0.3,0.3,Micah Potter,C,C,2022,False,N
poweldw01,30,0.725,4.9,1.2,8.7,0.5,0.5,Dwight Powell,C,C,2022,False,N
powelmy01,24,0.364,0.5,0.3,1.2,0.0,0.1,Myles Powell,G,PG,2022,False,N
powelno01,28,0.626,3.1,2.3333333333333335,19.7,0.5666666666666668,0.7666666666666666,Norman Powell,GF,SF-SG,2022,False,N
primojo01,19,0.487,2.3,1.6,5.8,0.5,0.4,Joshua Primo,F,SF,2022,False,N
princta02,27,0.589,2.5,1.0,7.3,0.3,0.7,Taurean Prince,F,PF,2022,False,N
pritcpa01,24,0.578,1.9,2.0,6.2,0.1,0.4,Payton Pritchard,G,PG,2022,False,N
queentr01,24,0.619,1.6,0.4,4.3,0.1,0.5,Trevelin Queen,G,SG,2022,False,N
quetane01,22,0.495,2.2,0.4,3.2,0.6,0.1,Neemias Queta,C,C,2022,False,N
quickim01,22,0.543,3.2,3.5,11.3,0.0,0.7,Immanuel Quickley,G,PG,2022,False,N
ramseja01,20,0.468,0.7,0.4,3.2,0.1,0.1,Jahmi'us Ramsey,G,SG,2022,False,N
randlju01,27,0.509,9.9,5.1,20.1,0.5,0.7,Julius Randle,F,PF,2022,False,N
reaveau01,23,0.6,3.2,1.8,7.3,0.3,0.5,Austin Reaves,G,SG,2022,False,N
reddica01,22,0.5516666666666666,2.0,0.9333333333333332,9.366666666666667,0.3,0.9333333333333332,Cam Reddish,F,SF,2022,False,N
reedda01,26,0.624,2.3,1.1,4.4,0.2,0.5,Davon Reed,G,SG,2022,False,N
reedpa01,22,0.568,2.4,0.4,3.1,0.4,0.9,Paul Reed,C,C,2022,False,N
reidna01,22,0.588,3.9,0.9,8.3,0.9,0.5,Naz Reid,C,C,2022,False,N
richajo01,28,0.5733333333333333,2.8333333333333335,1.8666666666666665,10.433333333333332,0.39999999999999997,0.9,Josh Richardson,G,SG,2022,False,N
richani01,24,0.689,1.7,0.3,3.0,0.4,0.2,Nick Richards,C,C,2022,False,N
riverau01,29,0.546,1.7,1.3,6.0,0.1,0.8,Austin Rivers,G,SG,2022,False,N
robindu01,27,0.573,2.6,1.6,10.9,0.2,0.5,Duncan Robinson,G,SG,2022,False,N
robinje02,21,0.526,5.6,1.0,7.5,0.3,0.6,Jeremiah Robinson-Earl,C,C,2022,False,N
robinju01,24,0.35025,0.825,1.25,3.05,0.05,0.275,Justin Robinson,G,PG,2022,False,N
robinmi01,23,0.722,8.6,0.5,8.5,1.8,0.8,Mitchell Robinson,C,C,2022,False,N
robyis01,23,0.607,4.8,1.6,10.1,0.8,0.8,Isaiah Roby,F,PF,2022,False,N
rondora01,35,0.482,2.766666666666667,4.333333333333334,4.7,0.16666666666666666,0.7999999999999999,Rajon Rondo,G,PG,2022,False,N
rosede01,33,0.541,3.0,4.0,12.0,0.5,0.8,Derrick Rose,G,PG,2022,False,N
rosste01,30,0.515,2.6,1.8,10.0,0.2,0.4,Terrence Ross,G,SG,2022,False,N
roziete01,27,0.566,4.3,4.5,19.3,0.3,1.3,Terry Rozier,G,SG,2022,False,N
rubiori01,31,0.488,4.1,6.6,13.1,0.2,1.4,Ricky Rubio,G,PG,2022,False,N
russeda01,25,0.544,3.3,7.1,18.1,0.3,1.0,D'Angelo Russell,G,PG,2022,False,N
ryanma01,24,0.3,0.0,0.0,3.0,0.0,1.0,Matt Ryan,F,SF,2022,False,N
sabondo01,25,0.6296666666666667,12.166666666666666,5.333333333333333,18.9,0.39999999999999997,0.9666666666666667,Domantas Sabonis,FC,PF-C,2022,False,N
sarrol01,22,0.672,4.2,0.9,7.0,0.7,0.3,Olivier Sarr,C,C,2022,False,N
satorto01,30,0.5622499999999999,2.025,2.65,3.575,0.07500000000000001,0.4,Tomáš Satoranský,G,SG-PG-SF,2022,False,N
schakjo01,23,0.21,2.0,0.0,1.3,0.0,0.3,Jordan Schakel,G,SG,2022,False,N
schofad01,24,0.538,2.3,0.7,3.8,0.1,0.1,Admiral Schofield,F,SF,2022,False,N
schrode01,28,0.5336666666666666,3.2999999999999994,4.9,12.933333333333332,0.13333333333333333,0.8000000000000002,Dennis Schröder,G,SG-PG,2022,False,N
scotttr01,25,0.5,1.0,0.0,3.0,0.5,0.5,Tre Scott,F,SF,2022,False,N
scrubja01,21,0.486,0.9,0.4,2.7,0.2,0.2,Jay Scrubb,G,SG,2022,False,N
seldewa01,27,0.434,0.3,0.3,1.7,0.0,0.0,Wayne Selden,G,SG,2022,False,N
sengual01,19,0.552,5.5,2.6,9.6,0.9,0.8,Alperen Şengün,C,C,2022,False,N
sextoco01,23,0.523,3.3,2.1,16.0,0.0,0.9,Collin Sexton,G,SG,2022,False,N
shamela01,24,0.55,1.8,1.6,8.3,0.1,0.4,Landry Shamet,G,SG,2022,False,N
sharpda01,20,0.593,5.0,0.5,6.2,0.5,0.3,Day'Ron Sharpe,F,PF,2022,False,N
siakapa01,27,0.565,8.5,5.3,22.8,0.6,1.3,Pascal Siakam,F,PF,2022,False,N
silvach01,25,0.42733333333333334,2.8333333333333335,0.5,1.8333333333333333,0.06666666666666667,0.0,Chris Silva,F,PF,2022,False,N
simonan01,22,0.583,2.6,3.9,17.3,0.1,0.5,Anfernee Simons,G,SG,2022,False,N
simonma01,22,0.428,1.1,0.0,1.9,0.1,0.1,Marko Simonovic,C,C,2022,False,N
simpsza01,24,0.406,5.3,7.5,11.0,1.0,1.3,Zavier Simpson,G,PG,2022,False,N
simsje01,23,0.674,4.1,0.5,2.2,0.5,0.3,Jericho Sims,F,PF,2022,False,N
sirvyde01,21,0.15,2.0,0.3,1.0,0.3,1.0,Deividas Sirvydis,G,SG,2022,False,N
smartja01,22,0.445,1.4000000000000001,0.8333333333333334,3.466666666666667,0.2333333333333333,0.39999999999999997,Javonte Smart,G,PG,2022,False,N
smartma01,27,0.54,3.8,5.9,12.1,0.3,1.7,Marcus Smart,G,PG,2022,False,N
smithde03,24,0.474,2.4,3.6,5.6,0.3,1.2,Dennis Smith Jr.,G,PG,2022,False,N
smithis01,33,0.4626666666666666,2.2333333333333334,3.866666666666667,6.466666666666666,0.39999999999999997,0.7333333333333334,Ish Smith,G,PG,2022,False,N
smithja04,21,0.59,6.133333333333333,0.5,9.533333333333333,0.7999999999999999,0.3,Jalen Smith,F,PF,2022,False,N
sneedxa01,24,0.18766666666666665,0.7666666666666666,0.06666666666666667,0.4333333333333333,0.0,0.0,Xavier Sneed,F,SF,2022,False,N
snellto01,30,0.545,1.9666666666666668,0.5,4.0,0.16666666666666666,0.3333333333333333,Tony Snell,G,SG,2022,False,N
sprinja01,19,1.0,1.0,0.0,1.0,1.0,0.0,Jaden Springer,G,SG,2022,False,N
stanlca01,22,0.516,2.1,0.4,5.8,0.2,0.6,Cassius Stanley,G,SG,2022,False,N
stausni01,28,0.5379999999999999,0.6333333333333333,0.3333333333333333,3.0,0.0,0.0,Nik Stauskas,G,SG,2022,False,N
stephla01,31,0.4913333333333334,2.6999999999999997,3.1,6.466666666666668,0.06666666666666667,0.3666666666666667,Lance Stephenson,G,PG-SG,2022,False,N
stevela01,24,0.544,2.6,0.7,6.1,0.3,0.5,Lamar Stevens,F,PF,2022,False,N
stewais01,20,0.55,8.7,1.2,8.3,1.1,0.3,Isaiah Stewart,C,C,2022,False,N
strusma01,25,0.614,3.0,1.4,10.6,0.2,0.4,Max Strus,F,SF,2022,False,N
suggsja01,20,0.455,3.6,4.4,11.8,0.4,1.2,Jalen Suggs,G,PG,2022,False,N
swordcr01,28,0.75,0.0,0.3,2.0,0.0,1.3,Craig Sword,G,SG,2022,False,N
sykeske01,28,0.456,1.4,1.9,5.6,0.1,0.4,Keifer Sykes,G,PG,2022,False,N
tateja01,26,0.567,5.4,2.8,11.8,0.5,0.9,Jae'Sean Tate,F,PF,2022,False,N
tatumja01,23,0.578,8.0,4.4,26.9,0.6,1.0,Jayson Tatum,F,SF,2022,True,N
taylote01,22,0.656,5.2,1.2,9.6,0.2,0.4,Terry Taylor,G,SG,2022,False,N
templga01,35,0.494,2.4,1.3,5.2,0.4,0.7,Garrett Temple,G,SG,2022,False,N
terryem01,25,0.0,5.0,0.7,0.0,0.0,0.3,Emanuel Terry,F,PF,2022,False,N
terryty01,21,1.0,0.0,0.0,1.0,0.0,0.0,Tyrell Terry,G,PG,2022,False,N
teskejo01,24,0.0,0.7,0.3,0.0,0.0,0.3,Jon Teske,C,C,2022,False,N
theisda01,29,0.6023333333333333,4.866666666666667,0.9,8.166666666666666,0.6999999999999998,0.4000000000000001,Daniel Theis,C,C,2022,False,N
thomabr01,25,0.52,0.8,0.9,1.8,0.1,0.1,Brodric Thomas,G,SG,2022,False,N
thomaca02,20,0.519,2.4,1.2,8.5,0.1,0.5,Cam Thomas,G,SG,2022,False,N
thomais02,32,0.4675,1.125,2.1,8.0,0.22499999999999998,0.175,Isaiah Thomas,G,PG,2022,False,N
thomama02,27,0.564,1.3,0.5,4.0,0.1,0.2,Matt Thomas,G,SG,2022,False,N
thompkl01,31,0.547,3.9,2.8,20.4,0.5,0.5,Klay Thompson,G,SG,2022,False,N
thomptr01,30,0.5409999999999999,4.925,0.575,6.3,0.4,0.325,Tristan Thompson,F,PF,2022,False,N
thorjt01,19,0.525,1.3,0.6,2.0,0.3,0.2,JT Thor,F,PF,2022,False,N
thybuma01,24,0.594,2.3,1.1,5.7,1.1,1.7,Matisse Thybulle,G,SG,2022,False,N
tilliki02,23,0.452,1.7,0.6,3.3,0.4,0.6,Killian Tillie,C,C,2022,False,N
tillmxa01,23,0.51,3.0,1.2,4.8,0.3,0.9,Xavier Tillman Sr.,F,PF,2022,False,N
toddis01,20,0.349,1.0,0.3,1.7,0.2,0.3,Isaiah Todd,F,PF,2022,False,N
toppiob01,23,0.614,3.7,1.1,9.0,0.5,0.3,Obi Toppin,F,PF,2022,False,N
toscaju01,28,0.561,2.4,1.7,4.1,0.2,0.7,Juan Toscano-Anderson,F,SF,2022,False,N
townska01,26,0.64,9.8,3.6,24.6,1.1,1.0,Karl-Anthony Towns,C,C,2022,True,N
trentga02,23,0.546,2.7,2.0,18.3,0.3,1.7,Gary Trent Jr.,G,SG,2022,False,N
tuckepj01,36,0.593,5.5,2.1,7.6,0.2,0.8,P.J. Tucker,F,PF,2022,False,N
tuckera01,24,0.856,1.6333333333333335,2.1,4.566666666666666,0.0,0.8666666666666667,Rayjon Tucker,G,SG,2022,False,N
turnemy01,25,0.615,7.1,1.0,12.9,2.8,0.7,Myles Turner,C,C,2022,False,N
valanjo01,29,0.617,11.4,2.6,17.8,0.8,0.6,Jonas Valančiūnas,C,C,2022,False,N
valende01,28,0.5546666666666668,1.8333333333333333,0.3333333333333333,2.766666666666667,0.0,0.3666666666666667,Denzel Valentine,G,SG,2022,False,N
vandeja01,22,0.612,8.4,1.3,6.9,0.6,1.3,Jarred Vanderbilt,F,PF,2022,False,N
vanvlfr01,27,0.552,4.4,6.7,20.3,0.5,1.7,Fred VanVleet,G,PG,2022,True,N
vassede01,21,0.54,4.3,1.9,12.3,0.6,1.1,Devin Vassell,F,SF,2022,False,N
vincega01,25,0.551,1.9,3.1,8.7,0.2,0.9,Gabe Vincent,G,PG,2022,False,N
vucevni01,31,0.533,11.0,3.2,17.6,1.0,1.0,Nikola Vučević,C,C,2022,False,N
wadede01,25,0.584,2.9,1.0,5.3,0.1,0.6,Dean Wade,F,PF,2022,False,N
wagnefr01,20,0.559,4.5,2.9,15.2,0.4,0.9,Franz Wagner,F,SF,2022,False,N
wagnemo01,24,0.623,3.7,1.4,9.0,0.2,0.3,Moritz Wagner,C,C,2022,False,N
wainris01,27,0.494,1.2,0.3,2.4,0.1,0.4,Ish Wainright,F,PF,2022,False,N
walkeke02,31,0.537,3.0,3.5,11.6,0.2,0.7,Kemba Walker,G,PG,2022,False,N
walkelo01,23,0.512,2.6,2.2,12.1,0.3,0.6,Lonnie Walker IV,G,SG,2022,False,N
walkemj01,23,0.0,0.5,0.5,0.0,0.0,1.0,M.J. Walker,G,SG,2022,False,N
wallaty01,27,0.383,1.3,0.2,2.8,0.2,0.5,Tyrone Wallace,G,SG,2022,False,N
waltode01,26,0.342,3.3,7.0,6.3,1.3,2.3,Derrick Walton,G,PG,2022,False,N
wanambr01,32,0.49700000000000005,2.433333333333333,3.8666666666666667,4.7,0.19999999999999998,0.8333333333333334,Brad Wanamaker,G,PG,2022,False,N
washidu02,21,0.521,1.7,1.8,9.9,0.1,0.5,Duane Washington Jr.,G,PG,2022,False,N
washipj01,23,0.588,5.2,2.3,10.3,0.9,0.9,P.J. Washington,C,C,2022,False,N
watanyu01,27,0.524,2.4,0.6,4.3,0.4,0.3,Yuta Watanabe,F,SF,2022,False,N
waterli01,24,0.562,2.9,1.0,8.0,0.3,0.8,Lindy Waters III,G,SG,2022,False,N
watertr01,24,0.39666666666666667,1.0999999999999999,1.9333333333333333,3.1,0.0,1.5666666666666667,Tremont Waters,G,PG,2022,False,N
watfotr01,21,0.59,4.1,1.7,7.6,0.6,0.5,Trendon Watford,F,SF,2022,False,N
watsopa01,27,0.432,3.0,0.9,3.4,0.3,0.3,Paul Watson,F,SF,2022,False,N
weathqu01,25,0.647,1.3,0.5,2.7,0.1,0.1,Quinndary Weatherspoon,G,SG,2022,False,N
westbru01,33,0.512,7.4,7.1,18.5,0.3,1.0,Russell Westbrook,G,PG,2022,False,N
whiteco01,21,0.564,3.0,2.9,12.7,0.2,0.5,Coby White,G,PG,2022,False,N
whitede01,27,0.548,3.466666666666667,4.666666666666667,12.866666666666667,0.7666666666666667,0.8333333333333334,Derrick White,G,SG,2022,False,N
whiteha01,32,0.662,7.6,0.4,8.2,1.6,0.3,Hassan Whiteside,C,C,2022,False,N
wieskjo01,22,0.494,0.5,0.3,2.1,0.1,0.1,Joe Wieskamp,G,SG,2022,False,N
wiggiaa01,23,0.556,3.6,1.4,8.3,0.2,0.6,Aaron Wiggins,G,SG,2022,False,N
wiggian01,26,0.56,4.5,2.2,17.2,0.7,1.0,Andrew Wiggins,F,SF,2022,True,N
wiggili01,23,0.524,1.3,1.2,4.2,0.1,0.3,Lindell Wigginton,G,PG,2022,False,N
willibr03,22,0.476,3.1,3.9,12.9,0.4,1.0,Brandon Williams,G,PG,2022,False,N
willigr01,23,0.635,3.6,1.0,7.8,0.7,0.5,Grant Williams,F,PF,2022,False,N
willike04,27,0.532,4.5,2.2,7.4,0.2,0.9,Kenrich Williams,F,SF,2022,False,N
willilo02,35,0.5,1.6,1.9,6.3,0.1,0.5,Lou Williams,G,PG,2022,False,N
willipa01,20,0.637,4.1,0.9,9.0,0.5,0.5,Patrick Williams,F,PF,2022,False,N
williro04,24,0.745,9.6,2.0,10.0,2.2,0.9,Robert Williams,C,C,2022,False,N
willizi02,20,0.559,2.1,1.0,8.1,0.2,0.6,Ziaire Williams,F,SF,2022,False,N
wilsodj01,25,0.773,4.0,1.3,7.5,0.3,1.3,D.J. Wilson,F,PF,2022,False,N
windldy01,25,0.519,1.8,0.7,2.2,0.1,0.3,Dylan Windler,F,SF,2022,False,N
winslju01,25,0.478,4.7,2.033333333333333,6.866666666666667,0.5333333333333333,0.8666666666666666,Justise Winslow,F,PF,2022,False,N
winstca01,23,0.549,0.1,1.0,2.0,0.0,0.0,Cassius Winston,G,PG,2022,False,N
woodaro01,22,0.207,0.9,0.3,0.6,0.1,0.1,Robert Woodard II,F,SF,2022,False,N
woodch01,26,0.595,10.1,2.3,17.9,1.0,0.8,Christian Wood,C,C,2022,False,N
wrighde01,29,0.576,2.9,2.4,4.4,0.2,1.2,Delon Wright,G,SG,2022,False,N
wrighmc01,23,0.833,0.0,0.6,1.0,0.0,0.0,McKinley Wright IV,G,PG,2022,False,N
wrighmo01,23,0.3133333333333333,0.6,0.6,1.0,0.19999999999999998,0.0,Moses Wright,F,PF,2022,False,N
yorkga01,28,0.435,1.0,2.0,4.0,0.5,1.0,Gabe York,G,SG,2022,False,N
youngth01,33,0.5493333333333333,4.0,2.0,6.2,0.3333333333333333,1.0333333333333332,Thaddeus Young,F,PF,2022,False,N
youngtr01,23,0.603,3.7,9.7,28.4,0.1,0.9,Trae Young,G,PG,2022,True,N
yurtsom01,23,0.546,5.3,0.9,5.3,0.4,0.3,Omer Yurtseven,C,C,2022,False,N
zelleco01,29,0.627,4.6,0.8,5.2,0.2,0.3,Cody Zeller,C,C,2022,False,N
zubaciv01,24,0.66,8.5,1.6,10.3,1.0,0.5,Ivica Zubac,C,C,2022,False,N
