Player-additional,Age,TS%,RPG,APG,PPG,BPG,SPG,Player,Pos,Pos_og,Year,All Star
butleja02,22,0.545,0.3,1.0,3.0,0.0,1.0,Jared Butler,G,SG,2023,False
butleji01,33,0.645,5.9,5.3,22.9,0.3,1.9,Jimmy Butler,F,SF,2023,False
butlejo01,20,0.355,0.8,0.3,1.4,0.4,0.3,John Butler,C,C,2023,False
cainja01,23,0.579,2.6,0.6,4.4,0.0,0.5,Jamal Cain,F,SF,2023,False
caldwke01,29,0.594,2.8,2.4,10.7,0.4,1.5,Kentavious Caldwell-Pope,G,SG,2023,False
campafa01,31,0.36,0.3,1.1,1.3,0.0,0.8,Facundo Campazzo,G,PG,2023,False
cancavl01,25,0.613,2.1,1.4,4.9,0.2,0.3,Vlatko Čančar,F,PF,2023,False
capelca01,28,0.655,11.2,0.9,12.0,1.2,0.7,Clint Capela,C,C,2023,False
careyve01,21,0.338,1.0,0.3,0.5,0.2,0.2,Vernon Carey Jr.,C,C,2023,False
carteje01,27,0.559,2.5,2.4,7.9,0.4,0.8,Jevon Carter,G,PG,2023,False
cartemi01,31,0.568,0.0,0.0,1.0,0.0,0.0,Michael Carter-Williams,G,PG,2023,False
cartewe01,23,0.624,8.8,2.3,15.5,0.6,0.5,Wendell Carter Jr.,C,C,2023,False
carusal01,28,0.587,3.0,2.9,5.6,0.7,1.5,Alex Caruso,G,PG,2023,False
champju01,21,1.0,1.3,0.3,2.0,0.0,0.0,Justin Champagnie,F,SF,2023,False
champju02,21,0.3933333333333333,2.1,0.26666666666666666,5.2,0.26666666666666666,0.3666666666666667,Julian Champagnie,F,SF,2023,False
chandke01,20,0.437,1.0,1.7,2.2,0.1,0.4,Kennedy Chandler,G,PG,2023,False
chrisjo01,21,0.528,1.1,1.1,5.7,0.2,0.5,Josh Christopher,G,SG,2023,False
chrisma02,19,0.566,1.9,0.5,3.3,0.2,0.2,Max Christie,G,SG,2023,False
clarkbr01,26,0.682,5.5,1.3,10.0,0.7,0.6,Brandon Clarke,F,PF,2023,False
clarkjo01,30,0.558,4.0,4.4,20.8,0.2,0.5,Jordan Clarkson,G,SG,2023,False
claxtni01,23,0.687,9.2,1.9,12.5,2.5,0.8,Nic Claxton,C,C,2023,False
coffeam01,25,0.498,1.1,1.1,3.5,0.1,0.1,Amir Coffey,G,SG,2023,False
collijo01,25,0.584,6.5,1.2,12.9,1.0,0.6,John Collins,F,PF,2023,False
colliza01,25,0.596,6.3,2.8,11.5,0.7,0.6,Zach Collins,C,C,2023,False
conlemi01,35,0.5826666666666667,2.8666666666666667,6.433333333333334,12.0,0.20000000000000004,1.1333333333333335,Mike Conley,G,PG,2023,False
connapa01,30,0.531,4.6,1.3,7.6,0.2,0.6,Pat Connaughton,G,SG,2023,False
cooksxa01,27,0.857,1.3,0.4,1.7,0.1,0.0,Xavier Cooks,F,PF,2023,False
covinro01,32,0.577,3.4,1.2,6.1,0.7,0.8,Robert Covington,F,PF,2023,False
craigto01,32,0.557,5.5,1.5,7.3,0.8,0.6,Torrey Craig,F,SF,2023,False
crowdja01,32,0.619,3.9,1.3,5.8,0.3,0.5,Jae Crowder,F,SF,2023,False
culveja01,23,0.452,3.8,0.6,4.4,0.2,0.6,Jarrett Culver,G,SG,2023,False
cunnica01,21,0.492,6.2,6.0,19.9,0.6,0.8,Cade Cunningham,G,PG,2023,False
curryse01,32,0.589,1.6,1.6,9.3,0.1,0.6,Seth Curry,G,SG,2023,False
curryst01,34,0.653,6.1,6.3,29.6,0.4,0.9,Stephen Curry,G,PG,2023,True
daniedy01,19,0.51,3.2,2.3,4.0,0.2,0.7,Dyson Daniels,G,PG,2023,False
davisan02,29,0.632,12.4,2.6,26.5,2.0,1.0,Anthony Davis,C,C,2023,False
davisjd01,20,0.423,0.6,0.6,1.1,0.0,0.2,JD Davison,G,PG,2023,False
davisjo06,20,0.471,1.8,0.6,4.6,0.2,0.2,Johnny Davis,G,SG,2023,False
daviste02,25,0.583,2.2,1.0,6.7,0.2,0.7,Terence Davis,G,SG,2023,False
daysda01,23,0.582,1.5,0.3,3.8,0.3,0.0,Darius Days,F,PF,2023,False
dedmode01,33,0.5346666666666666,3.0666666666666664,0.5,4.133333333333333,0.6,0.20000000000000004,Dewayne Dedmon,C,C,2023,False
dellama01,32,0.443,0.4,1.3,1.5,0.0,0.2,Matthew Dellavedova,G,PG,2023,False
derozde01,33,0.595,4.7,5.1,24.9,0.5,1.1,DeMar DeRozan,F,SF,2023,True
diabamo01,21,0.537,2.3,0.2,2.7,0.4,0.3,Moussa Diabaté,F,PF,2023,False
diakima01,26,0.473,1.0,0.2,1.8,0.4,0.1,Mamadi Diakite,F,PF,2023,False
diallha01,24,0.593,3.5,1.0,9.3,0.3,0.9,Hamidou Diallo,G,SG,2023,False
dienggo01,33,0.478,3.1,1.6,3.4,0.4,0.1,Gorgui Dieng,C,C,2023,False
diengou01,19,0.497,2.6,1.0,4.6,0.2,0.4,Ousmane Dieng,F,SF,2023,False
dinwisp01,29,0.5723333333333334,3.5,6.733333333333333,17.566666666666666,0.3,0.8666666666666667,Spencer Dinwiddie,G,PG,2023,False
divindo01,26,0.587,4.5,3.4,9.3,0.1,1.3,Donte DiVincenzo,G,SG,2023,False
doncilu01,23,0.61,8.7,8.1,32.8,0.5,1.4,Luka Dončić,G,PG,2023,True
dorsety01,26,0.9,0.7,0.0,3.0,0.0,0.0,Tyler Dorsey,G,SG,2023,False
dortlu01,23,0.515,4.6,2.1,13.8,0.3,1.0,Luguentz Dort,G,SG,2023,False
dosunay01,23,0.569,2.7,2.6,8.5,0.3,0.8,Ayo Dosunmu,G,SG,2023,False
dotsode01,23,0.15,1.7,1.3,0.5,0.0,0.8,Devon Dotson,G,PG,2023,False
dowtije01,25,0.5,0.9,1.2,2.4,0.1,0.4,Jeff Dowtin,G,PG,2023,False
doziepj01,26,0.367,0.6,0.1,0.8,0.1,0.2,PJ Dozier,G,SG,2023,False
dragigo01,36,0.47300000000000003,1.1,2.233333333333334,4.866666666666667,0.06666666666666667,0.26666666666666666,Goran Dragić,G,PG,2023,False
drumman01,29,0.609,6.6,0.5,6.0,0.4,0.7,Andre Drummond,C,C,2023,False
duartch01,25,0.496,2.5,1.4,7.9,0.2,0.5,Chris Duarte,F,SF,2023,False
dukeda01,23,0.486,1.1,0.8,3.3,0.1,0.4,David Duke Jr.,G,SG,2023,False
dunnkr01,28,0.578,3.9,4.9,11.7,0.5,1.1,Kris Dunn,G,PG,2023,False
duranke01,34,0.6829999999999999,6.566666666666666,4.566666666666667,28.133333333333336,1.4000000000000001,0.6,Kevin Durant,F,PF-SF,2023,True
durenja01,19,0.652,8.7,1.1,9.1,0.9,0.7,Jalen Duren,C,C,2023,False
easonta01,21,0.525,6.0,1.0,9.2,0.6,1.2,Tari Eason,F,PF,2023,False
edwaran01,21,0.564,5.7,4.5,24.5,0.7,1.5,Anthony Edwards,G,SG,2023,True
edwarke02,22,0.46799999999999997,1.6333333333333335,0.5333333333333333,2.6999999999999997,0.20000000000000004,0.3,Kessler Edwards,F,SF,2023,False
elliske01,23,0.768,0.6,0.4,1.6,0.1,0.2,Keon Ellis,G,SG,2023,False
embiijo01,28,0.654,10.2,4.2,33.3,1.7,1.0,Joel Embiid,C,C,2023,True
eubandr01,25,0.661,5.3,1.3,6.4,1.3,0.5,Drew Eubanks,C,C,2023,False
fernabr01,24,0.5680000000000001,2.6666666666666665,0.6666666666666666,3.0,0.7333333333333333,0.13333333333333333,Bruno Fernando,C,C,2023,False
finnedo01,29,0.5153333333333333,4.833333333333333,1.5333333333333332,8.233333333333333,0.5333333333333333,0.7999999999999999,Dorian Finney-Smith,F,PF,2023,False
flynnma01,24,0.465,1.4,1.3,4.4,0.1,0.4,Malachi Flynn,G,PG,2023,False
fontesi01,27,0.492,1.4,0.7,5.8,0.2,0.3,Simone Fontecchio,F,SF,2023,False
forbebr01,29,0.497,0.6,0.7,3.6,0.1,0.3,Bryn Forbes,G,SG,2023,False
forretr01,24,0.47,1.6,1.5,2.5,0.1,0.3,Trent Forrest,G,PG,2023,False
fostemi02,20,0.0,0.0,0.0,0.0,0.0,0.0,Michael Foster Jr.,F,PF,2023,False
fournev01,30,0.487,2.0,1.5,6.5,0.1,0.6,Evan Fournier,G,SG,2023,False
foxde01,25,0.601,4.2,6.1,25.1,0.3,1.2,De'Aaron Fox,G,PG,2023,True
fultzma01,24,0.565,4.0,5.8,14.2,0.4,1.5,Markelle Fultz,G,PG,2023,False
gabriwe01,25,0.629,4.2,0.5,5.6,0.5,0.4,Wenyen Gabriel,F,PF,2023,False
gaffoda01,24,0.729,5.5,1.0,8.7,1.3,0.4,Daniel Gafford,C,C,2023,False
garlada01,23,0.587,2.7,7.8,21.6,0.1,1.2,Darius Garland,G,PG,2023,False
garubus01,20,0.582,4.1,0.9,3.1,0.4,0.6,Usman Garuba,F,PF,2023,False
garzalu01,24,0.661,2.2,0.7,6.6,0.1,0.1,Luka Garza,C,C,2023,False
gayru01,36,0.475,2.9,1.0,5.2,0.3,0.3,Rudy Gay,F,PF,2023,False
georgpa01,32,0.588,6.1,5.1,23.8,0.4,1.5,Paul George,G,SG,2023,True
gibsota01,37,0.585,1.9,0.7,3.4,0.2,0.3,Taj Gibson,C,C,2023,False
giddejo01,20,0.533,7.9,6.1,16.6,0.4,0.7,Josh Giddey,G,SG,2023,False
gilgesh01,24,0.628,4.8,5.4,31.5,1.0,1.7,Shai Gilgeous-Alexander,G,PG,2023,True
gillan01,30,0.631,1.6,0.5,3.2,0.2,0.1,Anthony Gill,F,PF,2023,False
goberru01,30,0.674,11.7,1.2,13.6,1.3,0.8,Rudy Gobert,C,C,2023,False
goodwjo01,24,0.531,3.2,2.6,6.3,0.4,0.9,Jordan Goodwin,G,PG,2023,False
gordoaa01,27,0.616,6.6,3.0,16.3,0.8,0.8,Aaron Gordon,F,PF,2023,False
gordoer01,34,0.6046666666666666,1.9333333333333333,2.6,12.466666666666667,0.4000000000000001,0.6,Eric Gordon,G,SG,2023,False
grahade01,27,0.552,1.8666666666666665,2.966666666666667,8.566666666666666,0.2333333333333333,0.6666666666666666,Devonte' Graham,G,PG,2023,False
grantje01,28,0.606,4.5,2.4,20.5,0.8,0.8,Jerami Grant,F,PF,2023,False
greenaj01,23,0.628,1.2,0.6,4.5,0.0,0.2,A.J. Green,G,SG,2023,False
greenda02,35,0.5693333333333332,0.8666666666666667,0.3,3.0,0.10000000000000002,0.3,Danny Green,G,SG,2023,False
greendr01,32,0.593,7.3,6.9,8.5,0.8,1.0,Draymond Green,F,PF,2023,False
greenja01,32,0.651,3.6,0.9,6.5,0.4,0.4,JaMychal Green,F,PF,2023,False
greenja02,29,0.656,2.7,0.7,5.3,0.7,0.7,Javonte Green,G,SG,2023,False
greenja05,20,0.539,3.8,3.7,22.2,0.2,0.8,Jalen Green,G,SG,2023,False
greenje02,36,0.572,2.6,1.2,7.8,0.3,0.3,Jeff Green,F,PF,2023,False
greenjo02,22,0.641,2.9,1.7,9.1,0.1,0.7,Josh Green,G,SG,2023,False
griffaj01,19,0.575,2.1,1.0,8.7,0.2,0.6,AJ Griffin,F,SF,2023,False
griffbl01,33,0.587,3.8,1.4,4.3,0.2,0.3,Blake Griffin,C,C,2023,False
grimequ01,22,0.61,3.2,2.1,10.7,0.4,0.6,Quentin Grimes,G,SG,2023,False
hachiru01,24,0.5603333333333333,4.5,0.9,11.333333333333334,0.4000000000000001,0.3333333333333333,Rui Hachimura,F,PF,2023,False
halibty01,22,0.624,3.7,10.4,20.7,0.4,1.6,Tyrese Haliburton,G,PG,2023,True
halljo02,21,0.438,1.3,1.2,3.1,0.0,0.1,Jordan Hall,F,SF,2023,False
hamptrj01,21,0.5446666666666666,1.7666666666666668,1.1,6.033333333333334,0.20000000000000004,0.6,R.J. Hampton,G,PG,2023,False
hardati02,30,0.55,3.5,1.8,14.2,0.2,0.7,Tim Hardaway Jr.,G,SG,2023,False
hardeja01,33,0.608,6.1,10.8,21.1,0.5,1.2,James Harden,G,PG,2023,False
hardyja02,20,0.577,1.8,1.3,8.5,0.1,0.4,Jaden Hardy,G,SG,2023,False
harpero02,22,0.556,0.4,0.3,1.4,0.1,0.0,Ron Harper Jr.,F,SF,2023,False
harremo01,29,0.626,2.6,0.6,5.3,0.5,0.3,Montrezl Harrell,C,C,2023,False
harriga01,28,0.62,2.0,1.2,8.3,0.3,0.9,Gary Harris,G,SG,2023,False
harrijo01,31,0.615,2.2,1.4,7.5,0.2,0.5,Joe Harris,G,SG,2023,False
harrike01,25,0.532,1.9,0.4,3.3,0.1,0.5,Kevon Harris,G,SG,2023,False
harrish01,29,0.512,4.0,3.7,7.0,0.0,1.7,Shaquille Harrison,G,SG,2023,False
harrito02,30,0.601,5.7,2.5,14.7,0.5,0.9,Tobias Harris,F,PF,2023,False
harteis01,24,0.566,6.6,1.1,4.9,0.8,0.7,Isaiah Hartenstein,C,C,2023,False
hartjo01,27,0.6526666666666666,7.533333333333332,3.733333333333333,9.933333333333334,0.3333333333333333,1.1666666666666667,Josh Hart,GF,SF-SG,2023,False
hasleud01,42,0.116,1.3,0.0,0.5,0.2,0.2,Udonis Haslem,C,C,2023,False
hausesa01,25,0.629,2.4,0.8,5.9,0.2,0.3,Sam Hauser,F,PF,2023,False
hayesja02,22,0.605,2.8,0.7,5.0,0.4,0.4,Jaxson Hayes,C,C,2023,False
hayeski01,21,0.448,2.8,6.2,10.0,0.3,1.3,Killian Hayes,G,PG,2023,False
haywago01,32,0.563,4.3,4.1,14.7,0.2,0.8,Gordon Hayward,F,SF,2023,False
hernaju01,27,0.504,2.9,0.6,2.9,0.1,0.4,Juancho Hernangómez,F,PF,2023,False
hernawi01,28,0.61,4.7,0.9,6.9,0.3,0.4,Willy Hernangómez,C,C,2023,False
herroty01,23,0.565,5.5,4.2,20.3,0.2,0.8,Tyler Herro,G,SG,2023,False
hieldbu01,30,0.607,5.0,2.8,16.8,0.3,1.2,Buddy Hield,F,SF,2023,False
highsha01,26,0.52,3.3,0.7,4.3,0.3,0.7,Haywood Highsmith,F,SF,2023,False
hillge01,36,0.604,1.7666666666666668,2.0666666666666664,4.366666666666666,0.16666666666666666,0.6,George Hill,G,PG,2023,False
hillma01,27,0.625,0.6,0.0,1.0,0.0,0.0,Malcolm Hill,F,SF,2023,False
holidaa01,26,0.532,1.2,1.3,3.9,0.2,0.5,Aaron Holiday,G,PG,2023,False
holidjr01,32,0.586,5.0,7.3,19.2,0.4,1.2,Jrue Holiday,G,PG,2023,True
holidju01,33,0.5053333333333333,1.1333333333333335,0.8666666666666667,4.233333333333333,0.43333333333333335,0.43333333333333335,Justin Holiday,G,SG,2023,False
holmeri01,29,0.705,1.9,0.2,3.0,0.3,0.1,Richaun Holmes,C,C,2023,False
horfoal01,36,0.63,6.2,3.0,9.8,0.9,0.5,Al Horford,C,C,2023,False
hortota01,22,0.508,3.2,3.8,10.7,0.4,0.6,Talen Horton-Tucker,G,SG,2023,False
houseda01,29,0.611,1.6,0.7,4.4,0.2,0.2,Danuel House Jr.,F,SF,2023,False
houstca01,20,0.501,2.0,0.5,3.4,0.1,0.2,Caleb Houstan,F,SF,2023,False
hudgitr01,23,0.436,0.0,0.6,1.8,0.0,0.0,Trevor Hudgins,G,PG,2023,False
huertke01,24,0.619,3.3,2.9,15.3,0.3,1.0,Kevin Huerter,G,SG,2023,False
huffja01,24,0.732,2.6,1.0,4.8,0.0,0.4,Jay Huff,C,C,2023,False
huntede01,25,0.562,4.3,1.4,15.4,0.3,0.5,De'Andre Hunter,F,SF,2023,False
hylanbo01,22,0.529,2.533333333333333,3.1999999999999997,11.5,0.26666666666666666,0.7333333333333334,Bones Hyland,G,PG,2023,False
ibakase01,33,0.553,2.8,0.3,4.1,0.4,0.1,Serge Ibaka,C,C,2023,False
iguodan01,39,0.521,2.1,2.4,2.1,0.4,0.5,Andre Iguodala,F,SF,2023,False
inglejo01,35,0.619,2.9,3.2,7.0,0.1,0.7,Joe Ingles,F,SF,2023,False
ingrabr01,25,0.583,5.3,5.6,24.5,0.4,0.6,Brandon Ingram,F,SF,2023,False
irvinky01,30,0.616,5.1,5.566666666666667,26.933333333333334,0.7333333333333334,1.0999999999999999,Kyrie Irving,G,PG,2023,True
isaacjo01,25,0.483,4.0,0.5,5.0,0.4,1.3,Jonathan Isaac,F,PF,2023,False
iveyja01,20,0.53,3.9,5.1,16.0,0.2,0.8,Jaden Ivey,G,SG,2023,False
jacksfr01,24,0.0,2.0,1.0,0.0,0.0,0.0,Frank Jackson,G,PG,2023,False
jacksis01,21,0.593,4.3,0.8,7.1,1.5,0.5,Isaiah Jackson,C,C,2023,False
jacksja02,23,0.608,6.8,0.9,18.0,3.0,1.0,Jaren Jackson Jr.,C,C,2023,True
jacksju01,27,0.359,0.7,0.4,0.9,0.2,0.2,Justin Jackson,F,SF,2023,False
jacksqu01,24,0.567,0.5,1.0,3.5,0.2,0.3,Quenton Jackson,G,PG,2023,False
jacksre01,32,0.49466666666666675,1.9000000000000004,3.233333333333333,9.133333333333333,0.10000000000000002,0.6333333333333333,Reggie Jackson,G,PG,2023,False
jamesle01,38,0.581,8.4,6.8,28.9,0.6,0.9,LeBron James,F,PF,2023,True
jeromty01,25,0.594,1.7,3.0,6.9,0.1,0.5,Ty Jerome,G,SG,2023,False
joeis01,23,0.629,2.4,1.2,9.4,0.1,0.6,Isaiah Joe,G,SG,2023,False
johnsal02,26,0.509,2.5,0.3,1.8,0.0,0.3,Alize Johnson,F,PF,2023,False
johnsca02,26,0.616,4.333333333333333,1.8333333333333333,15.300000000000002,0.3666666666666667,1.0999999999999999,Cameron Johnson,F,PF,2023,False
johnsja01,35,0.47,1.4,0.7,2.4,0.4,0.3,James Johnson,F,PF,2023,False
johnsja05,21,0.553,4.0,1.1,5.3,0.4,0.5,Jalen Johnson,F,SF,2023,False
johnske04,23,0.553,5.0,2.9,22.0,0.2,0.7,Keldon Johnson,F,SF,2023,False
johnske07,20,0.482,1.1,1.5,4.7,0.2,0.5,Keon Johnson,G,SG,2023,False
johnsst04,26,0.625,3.2,2.2,5.8,0.2,0.5,Stanley Johnson,F,SF,2023,False
jokicni01,27,0.702,11.9,9.8,24.8,0.7,1.3,Nikola Jokić,C,C,2023,True
jonesca03,25,0.171,0.8,0.5,0.8,0.0,0.0,Carlik Jones,G,PG,2023,False
jonesda03,27,0.719,2.9333333333333336,0.3666666666666667,3.3666666666666667,0.5,0.20000000000000004,Damian Jones,C,C,2023,False
jonesde02,25,0.604,2.3,0.6,4.9,0.6,0.4,Derrick Jones Jr.,F,SF,2023,False
joneshe01,24,0.556,4.0,2.4,9.4,0.6,1.6,Herbert Jones,F,SF,2023,False
joneska01,22,0.607,2.8,0.3,3.3,0.6,0.3,Kai Jones,C,C,2023,False
jonestr01,23,0.528,3.5,6.4,12.7,0.1,1.4,Tre Jones,G,PG,2023,False
jonesty01,26,0.544,2.5,5.1,10.3,0.1,1.0,Tyus Jones,G,PG,2023,False
jordade01,34,0.717,4.9,0.8,4.9,0.6,0.3,DeAndre Jordan,C,C,2023,False
josepco01,31,0.558,1.6,3.4,6.6,0.2,0.5,Cory Joseph,G,PG,2023,False
jovicni01,19,0.53,2.1,0.7,5.5,0.1,0.5,Nikola Jović,F,PF,2023,False
juzanjo01,21,0.428,2.0,0.5,4.7,0.2,0.2,Johnny Juzang,F,SF,2023,False
kabenmf01,25,0.5,2.5,0.0,1.0,0.0,0.0,Mfiondu Kabengele,F,PF,2023,False
kaminfr01,29,0.59,1.2666666666666668,0.8333333333333334,2.066666666666667,0.10000000000000002,0.16666666666666666,Frank Kaminsky,C,C,2023,False
keelstr01,19,0.375,0.7,0.0,1.0,0.0,0.0,Trevor Keels,G,SG,2023,False
kennalu01,26,0.6803333333333333,2.733333333333333,1.5666666666666667,9.299999999999999,0.06666666666666667,0.5666666666666668,Luke Kennard,G,SG,2023,False
kesslwa01,21,0.702,8.4,0.9,9.2,2.3,0.4,Walker Kessler,C,C,2023,False
keybr01,25,1.064,0.3,0.0,1.3,0.0,0.0,Braxton Key,F,SF,2023,False
kispeco01,23,0.656,2.8,1.2,10.9,0.1,0.4,Corey Kispert,F,SF,2023,False
klebima01,31,0.595,3.7,1.4,6.0,0.8,0.3,Maxi Kleber,C,C,2023,False
knighna01,25,0.656,1.5,0.4,3.7,0.2,0.3,Nathan Knight,F,PF,2023,False
knoxke01,23,0.5573333333333333,2.8000000000000003,0.5333333333333333,5.866666666666666,0.16666666666666666,0.3666666666666667,Kevin Knox,F,PF-SF,2023,False
kolokch01,22,0.509,3.0,0.5,3.1,1.0,0.3,Christian Koloko,C,C,2023,False
konchjo01,26,0.537,4.1,1.3,4.9,0.3,1.0,John Konchar,G,SG,2023,False
korkmfu01,25,0.556,1.0,0.6,3.5,0.1,0.2,Furkan Korkmaz,G,SG,2023,False
kornelu01,27,0.719,2.8,0.7,3.7,0.7,0.2,Luke Kornet,C,C,2023,False
krejcvi01,22,0.516,0.7,0.5,1.3,0.0,0.1,Vit Krejci,G,PG,2023,False
kuminjo01,20,0.589,3.4,1.8,9.8,0.4,0.6,Jonathan Kuminga,F,PF,2023,False
kuzmaky01,27,0.544,7.2,3.7,21.2,0.5,0.6,Kyle Kuzma,F,PF,2023,False
lamban01,25,0.606,3.5,1.6,6.8,0.3,0.5,Anthony Lamb,F,SF,2023,False
landajo01,27,0.595,4.0,1.0,6.4,0.5,0.2,Jock Landale,C,C,2023,False
langfro01,23,0.527,2.8,1.2,7.1,0.3,0.6,Romeo Langford,G,SG,2023,False
laravja01,21,0.531,1.8,0.6,3.0,0.1,0.3,Jake LaRavia,F,PF,2023,False
lavinza01,27,0.611,4.5,4.2,25.1,0.2,0.9,Zach LaVine,G,SG,2023,False
lawsoaj01,22,0.7433333333333333,0.8666666666666667,0.06666666666666667,2.433333333333333,0.0,0.06666666666666667,A.J. Lawson,G,SG,2023,False
leeda03,30,0.612,3.0,1.4,8.2,0.1,0.4,Damion Lee,G,SG,2023,False
leesa01,23,0.6033333333333334,1.1666666666666667,1.9666666666666668,4.466666666666666,0.0,0.6333333333333333,Saben Lee,G,PG,2023,False
lenal01,29,0.594,1.7,0.4,1.6,0.3,0.1,Alex Len,C,C,2023,False
leonaka01,31,0.624,6.3,3.9,23.7,0.6,1.5,Kawhi Leonard,F,SF,2023,False
leoname01,30,0.761,2.2,0.0,4.0,0.0,0.2,Meyers Leonard,C,C,2023,False
leverca01,28,0.546,3.8,3.9,12.1,0.3,1.0,Caris LeVert,G,SG,2023,False
lewiski01,21,0.584,1.3,0.9,4.6,0.1,0.4,Kira Lewis Jr.,G,PG,2023,False
lillada01,32,0.645,4.8,7.3,32.2,0.3,0.9,Damian Lillard,G,PG,2023,True
littlna01,22,0.555,2.6,0.9,6.6,0.4,0.4,Nassir Little,F,SF,2023,False
liveris01,24,0.567,2.8,0.8,6.7,0.5,0.5,Isaiah Livers,F,PF,2023,False
loftoke01,20,0.538,1.5,0.8,3.3,0.1,0.1,Kenneth Lofton Jr.,F,PF,2023,False
looneke01,26,0.639,9.2,2.5,7.1,0.6,0.6,Kevon Looney,C,C,2023,False
lopezbr01,34,0.632,6.7,1.3,15.8,2.5,0.5,Brook Lopez,C,C,2023,False
lopezro01,34,0.691,1.3,0.4,2.7,0.2,0.0,Robin Lopez,C,C,2023,False
loveke01,34,0.5443333333333333,6.333333333333333,1.8999999999999997,8.133333333333333,0.2333333333333333,0.3333333333333333,Kevin Love,F,PF,2023,False
lowryky01,36,0.561,4.1,5.1,11.4,0.4,1.1,Kyle Lowry,G,PG,2023,False
lylestr01,27,0.611,4.0,0.9,7.6,0.4,0.4,Trey Lyles,F,PF,2023,False
maledth01,21,0.499,2.7,3.3,6.1,0.3,0.7,Théo Maledon,G,PG,2023,False
mamuksa01,23,0.49800000000000005,4.3,1.4333333333333333,6.033333333333334,0.26666666666666666,0.3,Sandro Mamukelashvili,C,C,2023,False
mannte01,26,0.619,3.5,2.3,8.9,0.3,0.5,Terance Mann,G,SG,2023,False
manntr01,21,0.486,2.2,1.7,7.6,0.2,0.6,Tre Mann,G,PG,2023,False
marjabo01,34,0.705,1.8,0.3,3.0,0.0,0.1,Boban Marjanović,C,C,2023,False
markkla01,25,0.64,8.6,1.9,25.6,0.6,0.6,Lauri Markkanen,F,SF,2023,True
marshna01,25,0.539,3.7,2.5,9.3,0.2,0.7,Naji Marshall,F,SF,2023,False
martica02,27,0.576,4.9,1.6,9.8,0.5,1.0,Caleb Martin,F,PF,2023,False
martico01,27,0.448,3.4,1.6,5.0,0.1,0.6,Cody Martin,F,SF,2023,False
martike04,22,0.638,5.5,1.5,12.7,0.4,0.5,Kenyon Martin Jr.,F,SF,2023,False
martity01,23,0.444,0.4,0.1,1.1,0.0,0.1,Tyrese Martin,G,SG,2023,False
mathega01,26,0.5846666666666667,1.2333333333333334,0.43333333333333335,4.266666666666667,0.06666666666666667,0.3666666666666667,Garrison Mathews,G,SG,2023,False
mathube01,20,0.566,4.0,1.4,16.6,0.2,0.6,Bennedict Mathurin,F,SF,2023,False
matthwe02,36,0.53,2.1,0.6,3.4,0.2,0.4,Wesley Matthews,G,SG,2023,False
maxeyty01,22,0.605,2.9,3.5,20.3,0.1,0.8,Tyrese Maxey,G,SG,2023,False
mayssk01,25,0.743,4.3,7.3,17.0,0.0,0.7,Skylar Mays,G,SG,2023,False
mcbrimi01,22,0.48,0.8,1.1,3.4,0.1,0.6,Miles McBride,G,PG,2023,False
mccolcj01,31,0.539,4.3,5.8,20.7,0.5,0.9,CJ McCollum,G,SG,2023,False
mccontj01,30,0.587,3.1,5.2,8.5,0.1,1.1,T.J. McConnell,G,PG,2023,False
mcdanja01,25,0.5586666666666666,4.033333333333333,1.4000000000000001,8.5,0.3666666666666667,0.8666666666666667,Jalen McDaniels,F,SF,2023,False
mcdanja02,22,0.608,3.9,1.9,12.2,1.0,0.9,Jaden McDaniels,F,SF,2023,False
mcderdo01,31,0.59,2.2,1.4,10.2,0.1,0.2,Doug McDermott,F,SF,2023,False
mcgeeja01,35,0.639,2.6,0.3,4.4,0.6,0.1,JaVale McGee,C,C,2023,False
mcgowbr01,20,0.507,1.9,1.1,4.7,0.1,0.3,Bryce McGowens,G,SG,2023,False
mcgruro01,31,0.566,2.2,0.8,5.5,0.0,0.5,Rodney McGruder,G,SG,2023,False
mclaujo01,26,0.51,1.4,3.3,3.7,0.1,0.8,Jordan McLaughlin,G,PG,2023,False
meltode01,24,0.568,4.1,2.6,10.2,0.5,1.7,De'Anthony Melton,G,PG,2023,False
merrisa01,26,0.25,0.3,0.3,0.7,0.0,0.0,Sam Merrill,G,SG,2023,False
metuch01,25,0.639,3.0,0.6,4.6,0.3,0.3,Chimezie Metu,C,C,2023,False
middlkh01,31,0.555,4.3,5.1,15.5,0.2,0.7,Khris Middleton,F,SF,2023,False
millspa02,34,0.562,1.1,1.4,6.0,0.1,0.4,Patty Mills,G,PG,2023,False
miltosh01,26,0.58,2.5,2.8,8.1,0.2,0.3,Shake Milton,G,SG,2023,False
minayju01,23,0.667,4.0,2.0,8.0,0.0,0.0,Justin Manaya,F,SF,2023,False
minotjo01,20,0.613,1.8,0.3,3.3,0.4,0.3,Josh Minott,F,SF,2023,False
mitchda01,24,0.555,1.3,2.3,5.6,0.2,0.5,Davion Mitchell,G,PG,2023,False
mitchdo01,26,0.614,4.3,4.4,28.3,0.4,1.5,Donovan Mitchell,G,SG,2023,True
mobleev01,21,0.592,9.1,2.9,16.3,1.5,0.8,Evan Mobley,F,PF,2023,False
mobleis01,23,0.55,1.1,0.0,1.0,0.1,0.1,Isaiah Mobley,F,PF,2023,False
monekch01,27,0.347,1.0,0.5,1.0,0.0,0.0,Chima Moneke,F,SF,2023,False
